,,East,,Central,,West,
10,9/7/2022,https://gist.github.com/e19efd68737db807a4ccc515dffe01d7,https://youtu.be/Sk7H3YQW1ZI,https://gist.github.com/f13f0a9f7e8d1b42b18eea66515d4826,https://youtu.be/fIEloEA3VyU,https://gist.github.com/accd97140247cca0d74f3d95bf6f6305,https://youtu.be/4CB6aKatW40
11,9/8/2022,https://gist.github.com/7099d9b991255c31e5c8fd423df0cc4d,https://youtu.be/9kd1gGIGxP0,https://gist.github.com/7464ba7167d3cf044ba59132e62cf012,https://youtu.be/bx_LB3c6wQw,https://gist.github.com/a34d5521efe79b555606b87aca1a9bec,https://youtu.be/sWq4y8gTWNk
12,9/9/2022,https://gist.github.com/34401bdff3ba85e1f70b1e5ceac23b62,https://youtu.be/3YV62fIHzfI,https://gist.github.com/54358a8c26d91f05297d288393d69ffb,https://youtu.be/mT-ZJiazo0I,https://gist.github.com/e996f2252386ac0c6143a3e24576eb8a,https://youtu.be/o6rrBa0Eyk4
13,9/10/2022,https://gist.github.com/56a6398bc810b4e2084e39e104a31308,https://youtu.be/V91tL4kOe_c,https://gist.github.com/d68a9d99cfaddf3447d2ef19695ccf34,https://youtu.be/PtbrZgvl6Pg,https://gist.github.com/8e6b81a7ed6c44f318955528aa437060,https://youtu.be/LXhRmgWNEYc
14,9/11/2022,https://gist.github.com/286c778f16cc2eeb153d77f05f780cdc,https://youtu.be/lHpYVp2i4qg,https://gist.github.com/04b5d0578850a0df5cdc0c0736475610,https://youtu.be/lhvOSODKRWo,https://gist.github.com/deb3128cc209e03c1525fc122a2b118d,https://youtu.be/rNIkXwHB238
15,9/12/2022,https://gist.github.com/133b8c0b67c8b327cab4ba52c42774b4,https://youtu.be/WJY8ZW3k2JE,https://gist.github.com/af4e8293ed9b1dfa583127cd0a66e9bf,https://youtu.be/uddjnbw9wCY,https://gist.github.com/fb098d532497aee9969238016a2ad461,https://youtu.be/Saf9Ldu1xjg
16,9/13/2022,https://gist.github.com/206752bdd728aec16f4e3d12f8f12251,https://youtu.be/oOE5r00PaGU,https://gist.github.com/d60110ed8cfe1dbe2ee107f7032cbf3a,https://youtu.be/7shW0NWwD9I,https://gist.github.com/42f56f130f32f4a16b9aafc1f0be7bb9,https://youtu.be/jB-oKWD7Adk
17,9/14/2022,https://gist.github.com/a8d575b8ce6f228cdd8de23df7c54be9,https://youtu.be/ehARrNVd5LI,https://gist.github.com/08f5ce6460c5fd293dd9c357bf31134b,https://youtu.be/YT8ZEeLN7yo,https://gist.github.com/3afaccbcfe3e2b02400543a7b64afe27,https://youtu.be/8zfSxCWSp6w
18,9/15/2022,https://gist.github.com/a6fb61ca10a2caf50e208e9e20274008,https://youtu.be/OUZDIzswn9M,https://gist.github.com/8bda0988a81944bf440ff6547006b325,https://youtu.be/bE2QGf-WR3U,https://gist.github.com/579d315645be028b82a46dbe2cbcec69,https://youtu.be/JMuZeFuq-4M
19,9/16/2022,https://gist.github.com/3b08eeacd9e62c9f4724803e0ac0d02a,https://youtu.be/UnRbBUyy6SE,https://gist.github.com/78f1ef9721eab3ecabc1201300684448,https://youtu.be/77tHBSXQaGc,https://gist.github.com/05ce26e7390f55cea1f8de5a9f0702e9,https://youtu.be/NaqPyZ2MqQM
20,9/17/2022,https://gist.github.com/aa9dc8c2ea89ad254801fd56f7369849,https://youtu.be/PDRwT7ZJG4A,https://gist.github.com/2655e98c1002d40f6d9b1a0e6054c65c,https://youtu.be/1F-YHJEwwbw,https://gist.github.com/3412a62e6d75da5983d916735551b8f8,https://youtu.be/EKyAW-H0uLM
21,9/18/2022,https://gist.github.com/b5a5cdaaa7676312f391e2bc37e1ffe5,https://youtu.be/qb8Hzfst2kc,https://gist.github.com/5381678f6489ce92e60b19999e599ab1,https://youtu.be/FL3ZB5KUmdo,https://gist.github.com/a826f2dba7684b174fc3ada208907ebe,https://youtu.be/5eDcA1Mv6nI
22,9/19/2022,https://gist.github.com/9370cffadc81e979a2a4be8234a711a8,https://youtu.be/PF_hCLQYqp4,https://gist.github.com/4d7bde5e4bc7bbd2b72a01925f7c0163,https://youtu.be/r_QDU3o4e5Y,https://gist.github.com/e7d71d8e05dce5eeb1f818d1898825b2,https://youtu.be/en9tjrVp2bY
23,9/20/2022,https://gist.github.com/39498ce01c23fc2951f5b12487df34fb,https://youtu.be/X7jBDcOrzuM,https://gist.github.com/81955de7a5c5baad2c8e1db1ab2c75de,https://youtu.be/3SX6BB29SY0,https://gist.github.com/63e7bdef233ee14098606cc31ec8802a,https://youtu.be/UUgDkSpAjyo
24,9/21/2022,https://gist.github.com/2123c4a091c9475bfc448a8e16b3e245,https://youtu.be/StY-RhSUh_k,https://gist.github.com/b2ff9894f003c4093112d772c7a2edf5,https://youtu.be/3d2jKtqzgRM,https://gist.github.com/a8a57846c304e7728c7b5ed37b1b0383,https://youtu.be/FKTcKS-ZSt0
25,9/22/2022,https://gist.github.com/88faaf68ae689f00686bcf2f3cac6878,https://youtu.be/omZywTw5Z20,https://gist.github.com/4f70d9b1db93ca08aa77f3188a6dd3eb,https://youtu.be/5RFldLZp5ZI,https://gist.github.com/a201e4df75486004c8c31c1d91109da0,https://youtu.be/VpKUebpLQy0
26,9/23/2022,https://gist.github.com/471dc015baf60a4e54cce53c134e49b9,https://youtu.be/7YQ_wxXl_eM,https://gist.github.com/eb4ffe93fee5221b83d3163c603db33e,https://youtu.be/Ez_nezzyelE,https://gist.github.com/e2947c1f97a3070c45dc983c96c17a25,https://youtu.be/WNvA1dtDy58
Championship,9/24/2022,https://gist.github.com/8d6e0e770295b995c188b58d26773c1e,https://youtu.be/wGOUXXxZ1QA,https://gist.github.com/2f3dccb404af47a3cffd0d0a32452e23,https://youtu.be/vCJ12Q-ENgI,https://gist.github.com/6f18ea483ea4c60c1f519daf324b3183,https://youtu.be/wLVJjJXHFTM
